specimen1	bone1	side1	specimen2	bone2	side2	shape_difference
LACM_84241	pelvic	left	USNM_550919	pelvic	left	1.689771
LACM_84241	pelvic	left	USNM_550919	pelvic	right	1.637310
LACM_84241	pelvic	left	USNM_550995	pelvic	left	1.790955
LACM_84241	pelvic	left	USNM_550995	pelvic	right	1.584894
LACM_84241	pelvic	left	USNM_571051	pelvic	left	1.566641
LACM_84241	pelvic	left	USNM_571051	pelvic	right	1.666749
LACM_84241	pelvic	left	USNM_571086	pelvic	left	1.745216
LACM_84241	pelvic	left	USNM_571086	pelvic	right	1.724065
LACM_84241	pelvic	left	USNM_571268	pelvic	left	2.144027
LACM_84241	pelvic	left	USNM_571268	pelvic	right	2.085301
LACM_84241	pelvic	left	USNM_571327	pelvic	left	1.478780
LACM_84241	pelvic	left	USNM_571327	pelvic	right	1.457248
LACM_84241	pelvic	left	USNM_571388	pelvic	left	2.051511
LACM_84241	pelvic	left	USNM_571388	pelvic	right	1.533728
LACM_84241	pelvic	left	USNM_571390	pelvic	left	1.025863
LACM_84241	pelvic	left	USNM_571390	pelvic	right	1.176831
LACM_84241	pelvic	left	USNM_571521	pelvic	left	1.679518
LACM_84241	pelvic	left	USNM_571521	pelvic	right	1.640664
LACM_84241	pelvic	left	USNM_571709	pelvic	left	1.234579
LACM_84241	pelvic	left	USNM_571709	pelvic	right	1.456589
LACM_84241	pelvic	left	USNM_571723	pelvic	left	1.234907
LACM_84241	pelvic	left	USNM_571723	pelvic	right	1.264632
LACM_84241	pelvic	left	USNM_572629	pelvic	left	2.190395
LACM_84241	pelvic	left	USNM_572629	pelvic	right	2.052202
LACM_84241	pelvic	left	USNM_572632	pelvic	left	1.617467
LACM_84241	pelvic	left	USNM_572632	pelvic	right	1.796513
LACM_84241	pelvic	left	USNM_572775	pelvic	left	1.464451
LACM_84241	pelvic	left	USNM_572775	pelvic	right	2.044266
LACM_84241	pelvic	left	USNM_572776	pelvic	left	1.112248
LACM_84241	pelvic	left	USNM_572776	pelvic	right	1.344336
LACM_84241	pelvic	left	USNM_572777	pelvic	left	1.520649
LACM_84241	pelvic	left	USNM_572777	pelvic	right	1.452177
LACM_84241	pelvic	left	USNM_572785	pelvic	left	1.296459
LACM_84241	pelvic	left	USNM_572785	pelvic	right	1.340042
LACM_84241	pelvic	left	USNM_572859	pelvic	left	1.884957
LACM_84241	pelvic	left	USNM_572859	pelvic	right	1.851333
LACM_84241	pelvic	left	USNM_572871	pelvic	right	2.001245
LACM_84241	pelvic	left	USNM_572949	pelvic	left	2.243458
LACM_84241	pelvic	left	USNM_572949	pelvic	right	2.270024
LACM_84241	pelvic	left	USNM_572980	pelvic	left	1.623884
LACM_84241	pelvic	left	USNM_572980	pelvic	right	1.564522
LACM_84241	pelvic	left	USNM_593406	pelvic	left	1.879150
LACM_84241	pelvic	left	USNM_593406	pelvic	right	1.897349
LACM_84241	pelvic	left	USNM_A20971	pelvic	left	2.270859
LACM_84241	pelvic	left	USNM_A20971	pelvic	right	1.953636
LACM_84241	pelvic	left	USNM_A49599	pelvic	left	1.938500
LACM_84241	pelvic	left	USNM_A49599	pelvic	right	2.069262
LACM_84241	pelvic	left	UWBM_35430	pelvic	left	1.623642
LACM_84241	pelvic	right	LACM_84251REP2	pelvic	left	1.815971
LACM_84241	pelvic	right	LACM_84251REP2	pelvic	right	1.828384
LACM_84241	pelvic	right	LACM_84251	pelvic	left	1.869940
LACM_84241	pelvic	right	LACM_84251	pelvic	right	1.840297
LACM_84241	pelvic	right	LACM_84252REP2	pelvic	left	1.357051
LACM_84241	pelvic	right	LACM_84252REP2	pelvic	right	1.713371
LACM_84241	pelvic	right	LACM_84252	pelvic	left	1.637201
LACM_84241	pelvic	right	LACM_84252	pelvic	right	1.700763
LACM_84241	pelvic	right	LACM_84254REP2	pelvic	left	1.689679
LACM_84241	pelvic	right	LACM_84254REP2	pelvic	right	0.995190
LACM_84241	pelvic	right	LACM_84254	pelvic	left	1.680423
LACM_84241	pelvic	right	LACM_84254	pelvic	right	0.922816
LACM_84241	pelvic	right	LACM_84267REP2	pelvic	left	1.511025
LACM_84241	pelvic	right	LACM_84267REP2	pelvic	right	1.792812
LACM_84241	pelvic	right	LACM_84267	pelvic	left	1.518473
LACM_84241	pelvic	right	LACM_84267	pelvic	right	1.793358
LACM_84241	pelvic	right	LACM_84271	pelvic	left	1.539275
LACM_84241	pelvic	right	LACM_84271	pelvic	right	1.305104
LACM_84241	pelvic	right	LACM_84284	pelvic	left	2.218293
LACM_84241	pelvic	right	LACM_84284	pelvic	right	2.280944
LACM_84241	pelvic	right	LACM_85995	pelvic	left	1.029464
LACM_84241	pelvic	right	LACM_85995	pelvic	right	0.935060
LACM_84241	pelvic	right	LACM_86004REP2	pelvic	left	0.930335
LACM_84241	pelvic	right	LACM_86004REP2	pelvic	right	0.844723
LACM_84241	pelvic	right	LACM_86004	pelvic	left	1.003975
LACM_84241	pelvic	right	LACM_86004	pelvic	right	0.840501
LACM_84241	pelvic	right	LACM_88951REP2	pelvic	left	1.967196
LACM_84241	pelvic	right	LACM_88951REP2	pelvic	right	1.773739
LACM_84241	pelvic	right	LACM_88951	pelvic	left	2.007224
LACM_84241	pelvic	right	LACM_88951	pelvic	right	1.805853
LACM_84241	pelvic	right	LACM_88979	pelvic	left	1.055739
LACM_84241	pelvic	right	LACM_88979	pelvic	right	0.766290
LACM_84241	pelvic	right	LACM_88987REP2	pelvic	left	2.451989
LACM_84241	pelvic	right	LACM_88987REP2	pelvic	right	2.415965
LACM_84241	pelvic	right	LACM_88987	pelvic	left	2.586520
LACM_84241	pelvic	right	LACM_88987	pelvic	right	2.615512
LACM_84241	pelvic	right	LACM_88999	pelvic	left	1.812249
LACM_84241	pelvic	right	LACM_88999	pelvic	right	1.975206
LACM_84241	pelvic	right	LACM_91307	pelvic	left	1.816583
LACM_84241	pelvic	right	LACM_91307	pelvic	right	1.441379
LACM_84241	pelvic	right	LACM_91779REP2	pelvic	left	1.025214
LACM_84241	pelvic	right	LACM_91779REP2	pelvic	right	1.060428
LACM_84241	pelvic	right	LACM_91779	pelvic	left	1.014792
LACM_84241	pelvic	right	LACM_91779	pelvic	right	1.045877
LACM_84241	pelvic	right	LACM_91915	pelvic	left	1.084188
LACM_84241	pelvic	right	LACM_91915	pelvic	right	1.396781
LACM_84241	pelvic	right	LACM_92062	pelvic	left	2.067205
LACM_84241	pelvic	right	LACM_92062	pelvic	right	2.136080
LACM_84241	pelvic	right	LACM_92071	pelvic	left	1.613836
LACM_84241	pelvic	right	LACM_92071	pelvic	right	1.530537
LACM_84241	pelvic	right	LACM_92072	pelvic	left	1.207225
LACM_84241	pelvic	right	LACM_92072	pelvic	right	1.196384
LACM_84241	pelvic	right	LACM_92077	pelvic	left	1.513863
LACM_84241	pelvic	right	LACM_92077	pelvic	right	1.555991
LACM_84241	pelvic	right	LACM_95489	pelvic	left	1.993980
LACM_84241	pelvic	right	LACM_95489	pelvic	right	1.736674
LACM_84241	pelvic	right	LACM_95514	pelvic	left	1.699300
LACM_84241	pelvic	right	LACM_95514	pelvic	right	1.868075
LACM_84241	pelvic	right	LACM_95689	pelvic	left	2.003103
LACM_84241	pelvic	right	LACM_95689	pelvic	right	1.961192
LACM_84241	pelvic	right	LACM_95828	pelvic	left	1.701544
LACM_84241	pelvic	right	LACM_95828	pelvic	right	1.650403
LACM_84241	pelvic	right	LACM_96366	pelvic	left	1.445325
LACM_84241	pelvic	right	LACM_96366	pelvic	right	1.181603
LACM_84241	pelvic	right	LACM_96383	pelvic	left	1.852608
LACM_84241	pelvic	right	LACM_96383	pelvic	right	2.239765
LACM_84241	pelvic	right	LACM_96487	pelvic	left	2.692237
LACM_84241	pelvic	right	LACM_97203	pelvic	right	1.814663
LACM_84241	pelvic	right	LACM_97204	pelvic	left	1.777151
LACM_84241	pelvic	right	LACM_97204	pelvic	right	1.684313
LACM_84241	pelvic	right	LACM_97207	pelvic	left	1.655010
LACM_84241	pelvic	right	LACM_97207	pelvic	right	1.484371
LACM_84241	pelvic	right	LACM_97405	pelvic	left	1.747194
LACM_84241	pelvic	right	LACM_97405	pelvic	right	1.643407
LACM_84241	pelvic	right	LACM_97429	pelvic	left	1.316800
LACM_84241	pelvic	right	LACM_97429	pelvic	right	1.160146
LACM_84241	pelvic	right	LACM_97478	pelvic	left	1.307866
LACM_84241	pelvic	right	LACM_97478	pelvic	right	1.454543
LACM_84241	pelvic	right	LACM_97489	pelvic	left	1.618178
LACM_84241	pelvic	right	LACM_97489	pelvic	right	1.711955
LACM_84241	pelvic	right	MAL_03-282	pelvic	left	1.375924
LACM_84241	pelvic	right	MAL_03-282	pelvic	right	1.384265
LACM_84241	pelvic	right	MH_03-621	pelvic	left	1.647925
LACM_84241	pelvic	right	MH_03-621	pelvic	right	1.620135
LACM_84241	pelvic	right	MJM_070110	pelvic	left	1.582112
LACM_84241	pelvic	right	MJM_070110	pelvic	right	1.414441
LACM_84241	pelvic	right	UMA_4820	pelvic	left	1.826128
LACM_84241	pelvic	right	UMA_4820	pelvic	right	1.645389
LACM_84241	pelvic	right	UMA_4920	pelvic	left	1.764783
LACM_84241	pelvic	right	UMA_4920	pelvic	right	1.714647
LACM_84241	pelvic	right	USNM_258642	pelvic	left	1.127031
LACM_84241	pelvic	right	USNM_258642	pelvic	right	1.050591
LACM_84241	pelvic	right	USNM_395277	pelvic	left	1.837047
LACM_84241	pelvic	right	USNM_395277	pelvic	right	1.938565
LACM_84241	pelvic	right	USNM_395390	pelvic	left	2.044304
LACM_84241	pelvic	right	USNM_395390	pelvic	right	2.140271
LACM_84241	pelvic	right	USNM_395465	pelvic	left	2.110996
LACM_84241	pelvic	right	USNM_395465	pelvic	right	2.296095
LACM_84241	pelvic	right	USNM_395599	pelvic	left	1.790870
LACM_84241	pelvic	right	USNM_395599	pelvic	right	1.923260
LACM_84241	pelvic	right	USNM_396165	pelvic	left	1.656465
LACM_84241	pelvic	right	USNM_396165	pelvic	right	1.133208
LACM_84241	pelvic	right	USNM_396304	pelvic	left	1.755030
LACM_84241	pelvic	right	USNM_396304	pelvic	right	1.892288
LACM_84241	pelvic	right	USNM_484929	pelvic	left	1.741978
LACM_84241	pelvic	right	USNM_484929	pelvic	right	1.678698
LACM_84241	pelvic	right	USNM_501157	pelvic	left	1.920516
LACM_84241	pelvic	right	USNM_501157	pelvic	right	1.699928
LACM_84241	pelvic	right	USNM_501176	pelvic	left	1.701809
LACM_84241	pelvic	right	USNM_501176	pelvic	right	1.537851
LACM_84241	pelvic	right	USNM_501179	pelvic	left	2.324990
LACM_84241	pelvic	right	USNM_501179	pelvic	right	1.851754
LACM_84241	pelvic	right	USNM_501183	pelvic	left	1.392532
LACM_84241	pelvic	right	USNM_501183	pelvic	right	1.515307
LACM_84241	pelvic	right	USNM_501186	pelvic	left	1.436708
LACM_84241	pelvic	right	USNM_501186	pelvic	right	1.415059
LACM_84241	pelvic	right	USNM_504107	pelvic	left	1.861032
LACM_84241	pelvic	right	USNM_504107	pelvic	right	1.882256
LACM_84241	pelvic	right	USNM_504126	pelvic	left	1.755615
LACM_84241	pelvic	right	USNM_504126	pelvic	right	2.008036
LACM_84241	pelvic	right	USNM_504128	pelvic	left	2.191031
LACM_84241	pelvic	right	USNM_504128	pelvic	right	2.450036
LACM_84241	pelvic	right	USNM_504154	pelvic	left	1.427359
LACM_84241	pelvic	right	USNM_504154	pelvic	right	1.603532
LACM_84241	pelvic	right	USNM_504302	pelvic	left	1.707693
LACM_84241	pelvic	right	USNM_504302	pelvic	right	1.701232
LACM_84241	pelvic	right	USNM_504350	pelvic	left	1.571116
LACM_84241	pelvic	right	USNM_504350	pelvic	right	1.549817
LACM_84241	pelvic	right	USNM_504467	pelvic	left	2.038478
LACM_84241	pelvic	right	USNM_504467	pelvic	right	2.010267
LACM_84241	pelvic	right	USNM_504468	pelvic	left	2.165040
LACM_84241	pelvic	right	USNM_504468	pelvic	right	2.030209
LACM_84241	pelvic	right	USNM_504494	pelvic	left	1.970395
LACM_84241	pelvic	right	USNM_504494	pelvic	right	1.885519
LACM_84241	pelvic	right	USNM_504726	pelvic	left	1.311434
LACM_84241	pelvic	right	USNM_504726	pelvic	right	1.222486
LACM_84241	pelvic	right	USNM_504758	pelvic	left	1.971952
LACM_84241	pelvic	right	USNM_504758	pelvic	right	2.138652
LACM_84241	pelvic	right	USNM_504773	pelvic	left	1.433566
LACM_84241	pelvic	right	USNM_504773	pelvic	right	1.486165
LACM_84241	pelvic	right	USNM_504879	pelvic	left	1.191581
LACM_84241	pelvic	right	USNM_504879	pelvic	right	1.328761
LACM_84241	pelvic	right	USNM_504920	pelvic	left	2.429938
LACM_84241	pelvic	right	USNM_504920	pelvic	right	1.981895
LACM_84241	pelvic	right	USNM_550042	pelvic	left	1.323295
LACM_84241	pelvic	right	USNM_550312	pelvic	left	1.745477
LACM_84241	pelvic	right	USNM_550312	pelvic	right	2.003804
LACM_84241	pelvic	right	USNM_550389	pelvic	left	1.709173
LACM_84241	pelvic	right	USNM_550389	pelvic	right	1.584069
LACM_84241	pelvic	right	USNM_550391	pelvic	left	2.278938
LACM_84241	pelvic	right	USNM_550391	pelvic	right	1.988366
LACM_84241	pelvic	right	USNM_550401	pelvic	left	2.084820
LACM_84241	pelvic	right	USNM_550401	pelvic	right	2.187893
LACM_84241	pelvic	right	USNM_550422	pelvic	left	1.744437
LACM_84241	pelvic	right	USNM_550422	pelvic	right	1.766414
LACM_84241	pelvic	right	USNM_550837	pelvic	left	2.216923
LACM_84241	pelvic	right	USNM_550837	pelvic	right	2.186651
LACM_84241	pelvic	right	USNM_550919	pelvic	left	1.651255
LACM_84241	pelvic	right	USNM_550919	pelvic	right	1.540317
LACM_84241	pelvic	right	USNM_550995	pelvic	left	1.764944
LACM_84241	pelvic	right	USNM_550995	pelvic	right	1.570619
LACM_84241	pelvic	right	USNM_571051	pelvic	left	1.690850
LACM_84241	pelvic	right	USNM_571051	pelvic	right	1.793032
LACM_84241	pelvic	right	USNM_571086	pelvic	left	1.674417
LACM_84241	pelvic	right	USNM_571086	pelvic	right	1.652633
LACM_84241	pelvic	right	USNM_571268	pelvic	left	2.041775
LACM_84241	pelvic	right	USNM_571268	pelvic	right	2.019778
LACM_84241	pelvic	right	USNM_571327	pelvic	left	1.462842
LACM_84241	pelvic	right	USNM_571327	pelvic	right	1.568680
LACM_84241	pelvic	right	USNM_571388	pelvic	left	1.998525
LACM_84241	pelvic	right	USNM_571388	pelvic	right	1.462426
LACM_84241	pelvic	right	USNM_571390	pelvic	left	1.156273
LACM_84241	pelvic	right	USNM_571390	pelvic	right	1.324499
LACM_84241	pelvic	right	USNM_571521	pelvic	left	1.726833
LACM_84241	pelvic	right	USNM_571521	pelvic	right	1.630139
LACM_84241	pelvic	right	USNM_571709	pelvic	left	1.376477
LACM_84241	pelvic	right	USNM_571709	pelvic	right	1.627024
LACM_84241	pelvic	right	USNM_571723	pelvic	left	1.206607
LACM_84241	pelvic	right	USNM_571723	pelvic	right	1.259792
LACM_84241	pelvic	right	USNM_572629	pelvic	left	2.215158
LACM_84241	pelvic	right	USNM_572629	pelvic	right	2.047323
LACM_84241	pelvic	right	USNM_572632	pelvic	left	1.582702
LACM_84241	pelvic	right	USNM_572632	pelvic	right	1.793389
LACM_84241	pelvic	right	USNM_572775	pelvic	left	1.552322
LACM_84241	pelvic	right	USNM_572775	pelvic	right	1.943434
LACM_84241	pelvic	right	USNM_572776	pelvic	left	1.112741
LACM_84241	pelvic	right	USNM_572776	pelvic	right	1.417748
LACM_84241	pelvic	right	USNM_572777	pelvic	left	1.437871
LACM_84241	pelvic	right	USNM_572777	pelvic	right	1.306129
LACM_84241	pelvic	right	USNM_572785	pelvic	left	1.296122
LACM_84241	pelvic	right	USNM_572785	pelvic	right	1.355032
LACM_84241	pelvic	right	USNM_572859	pelvic	left	1.737580
LACM_84241	pelvic	right	USNM_572859	pelvic	right	1.681257
LACM_84241	pelvic	right	USNM_572871	pelvic	right	1.941927
LACM_84241	pelvic	right	USNM_572949	pelvic	left	2.160372
LACM_84241	pelvic	right	USNM_572949	pelvic	right	2.159723
LACM_84241	pelvic	right	USNM_572980	pelvic	left	1.684625
LACM_84241	pelvic	right	USNM_572980	pelvic	right	1.652181
LACM_84241	pelvic	right	USNM_593406	pelvic	left	1.787921
LACM_84241	pelvic	right	USNM_593406	pelvic	right	1.811761
LACM_84241	pelvic	right	USNM_A20971	pelvic	left	2.328706
LACM_84241	pelvic	right	USNM_A20971	pelvic	right	1.923571
LACM_84241	pelvic	right	USNM_A49599	pelvic	left	1.908147
LACM_84241	pelvic	right	USNM_A49599	pelvic	right	2.007371
LACM_84241	pelvic	right	UWBM_35430	pelvic	left	1.750085
LACM_84251REP2	pelvic	left	LACM_84251REP2	pelvic	right	0.981847
LACM_84251REP2	pelvic	left	LACM_84251	pelvic	left	0.394430
LACM_84251REP2	pelvic	left	LACM_84251	pelvic	right	0.842211
LACM_84251REP2	pelvic	left	LACM_84252REP2	pelvic	left	1.719831
LACM_84251REP2	pelvic	left	LACM_84252REP2	pelvic	right	2.165992
LACM_84251REP2	pelvic	left	LACM_84252	pelvic	left	2.097319
LACM_84251REP2	pelvic	left	LACM_84252	pelvic	right	2.164345
LACM_84251REP2	pelvic	left	LACM_84254REP2	pelvic	left	1.819418
LACM_84251REP2	pelvic	left	LACM_84254REP2	pelvic	right	1.780147
LACM_84251REP2	pelvic	left	LACM_84254	pelvic	left	1.724609
LACM_84251REP2	pelvic	left	LACM_84254	pelvic	right	1.658771
LACM_84251REP2	pelvic	left	LACM_84267REP2	pelvic	left	1.812868
LACM_84251REP2	pelvic	left	LACM_84267REP2	pelvic	right	1.871619
LACM_84251REP2	pelvic	left	LACM_84267	pelvic	left	1.785780
LACM_84251REP2	pelvic	left	LACM_84267	pelvic	right	1.833074
LACM_84251REP2	pelvic	left	LACM_84271	pelvic	left	1.770035
LACM_84251REP2	pelvic	left	LACM_84271	pelvic	right	1.924862
LACM_84251REP2	pelvic	left	LACM_84284	pelvic	left	1.713928
LACM_84251REP2	pelvic	left	LACM_84284	pelvic	right	1.696101
LACM_84251REP2	pelvic	left	LACM_85995	pelvic	left	1.567647
LACM_84251REP2	pelvic	left	LACM_85995	pelvic	right	1.539518
LACM_84251REP2	pelvic	left	LACM_86004REP2	pelvic	left	1.570347
LACM_84251REP2	pelvic	left	LACM_86004REP2	pelvic	right	1.564025
LACM_84251REP2	pelvic	left	LACM_86004	pelvic	left	1.642398
LACM_84251REP2	pelvic	left	LACM_86004	pelvic	right	1.572125
LACM_84251REP2	pelvic	left	LACM_88951REP2	pelvic	left	1.899405
LACM_84251REP2	pelvic	left	LACM_88951REP2	pelvic	right	1.759674
LACM_84251REP2	pelvic	left	LACM_88951	pelvic	left	1.896672
LACM_84251REP2	pelvic	left	LACM_88951	pelvic	right	1.708736
LACM_84251REP2	pelvic	left	LACM_88979	pelvic	left	1.542519
LACM_84251REP2	pelvic	left	LACM_88979	pelvic	right	1.600880
LACM_84251REP2	pelvic	left	LACM_88987REP2	pelvic	left	1.794727
LACM_84251REP2	pelvic	left	LACM_88987REP2	pelvic	right	1.931941
LACM_84251REP2	pelvic	left	LACM_88987	pelvic	left	1.918889
LACM_84251REP2	pelvic	left	LACM_88987	pelvic	right	2.022577
LACM_84251REP2	pelvic	left	LACM_88999	pelvic	left	2.134354
LACM_84251REP2	pelvic	left	LACM_88999	pelvic	right	2.131666
LACM_84251REP2	pelvic	left	LACM_91307	pelvic	left	1.699912
LACM_84251REP2	pelvic	left	LACM_91307	pelvic	right	1.716618
LACM_84251REP2	pelvic	left	LACM_91779REP2	pelvic	left	1.929824
LACM_84251REP2	pelvic	left	LACM_91779REP2	pelvic	right	1.833473
LACM_84251REP2	pelvic	left	LACM_91779	pelvic	left	1.953277
LACM_84251REP2	pelvic	left	LACM_91779	pelvic	right	1.836267
LACM_84251REP2	pelvic	left	LACM_91915	pelvic	left	1.687820
LACM_84251REP2	pelvic	left	LACM_91915	pelvic	right	1.694552
LACM_84251REP2	pelvic	left	LACM_92062	pelvic	left	1.583907
LACM_84251REP2	pelvic	left	LACM_92062	pelvic	right	1.675685
LACM_84251REP2	pelvic	left	LACM_92071	pelvic	left	1.725511
LACM_84251REP2	pelvic	left	LACM_92071	pelvic	right	1.760129
LACM_84251REP2	pelvic	left	LACM_92072	pelvic	left	1.505023
LACM_84251REP2	pelvic	left	LACM_92072	pelvic	right	1.669816
LACM_84251REP2	pelvic	left	LACM_92077	pelvic	left	1.706976
LACM_84251REP2	pelvic	left	LACM_92077	pelvic	right	1.652894
LACM_84251REP2	pelvic	left	LACM_95489	pelvic	left	1.881173
LACM_84251REP2	pelvic	left	LACM_95489	pelvic	right	1.818417
LACM_84251REP2	pelvic	left	LACM_95514	pelvic	left	2.026550
LACM_84251REP2	pelvic	left	LACM_95514	pelvic	right	2.051478
LACM_84251REP2	pelvic	left	LACM_95689	pelvic	left	2.057903
LACM_84251REP2	pelvic	left	LACM_95689	pelvic	right	2.036634
LACM_84251REP2	pelvic	left	LACM_95828	pelvic	left	1.906960
LACM_84251REP2	pelvic	left	LACM_95828	pelvic	right	1.877889
LACM_84251REP2	pelvic	left	LACM_96366	pelvic	left	1.977279
LACM_84251REP2	pelvic	left	LACM_96366	pelvic	right	1.646440
LACM_84251REP2	pelvic	left	LACM_96383	pelvic	left	1.733524
LACM_84251REP2	pelvic	left	LACM_96383	pelvic	right	1.832453
LACM_84251REP2	pelvic	left	LACM_96487	pelvic	left	2.212932
LACM_84251REP2	pelvic	left	LACM_97203	pelvic	right	1.794117
LACM_84251REP2	pelvic	left	LACM_97204	pelvic	left	1.766072
LACM_84251REP2	pelvic	left	LACM_97204	pelvic	right	1.835847
LACM_84251REP2	pelvic	left	LACM_97207	pelvic	left	1.330643
LACM_84251REP2	pelvic	left	LACM_97207	pelvic	right	1.308654
LACM_84251REP2	pelvic	left	LACM_97405	pelvic	left	2.020805
LACM_84251REP2	pelvic	left	LACM_97405	pelvic	right	2.056549
LACM_84251REP2	pelvic	left	LACM_97429	pelvic	left	1.929671
LACM_84251REP2	pelvic	left	LACM_97429	pelvic	right	1.743991
LACM_84251REP2	pelvic	left	LACM_97478	pelvic	left	2.031412
LACM_84251REP2	pelvic	left	LACM_97478	pelvic	right	2.049310
LACM_84251REP2	pelvic	left	LACM_97489	pelvic	left	2.060444
LACM_84251REP2	pelvic	left	LACM_97489	pelvic	right	2.078022
LACM_84251REP2	pelvic	left	MAL_03-282	pelvic	left	1.876317
LACM_84251REP2	pelvic	left	MAL_03-282	pelvic	right	1.985140
LACM_84251REP2	pelvic	left	MH_03-621	pelvic	left	2.199220
LACM_84251REP2	pelvic	left	MH_03-621	pelvic	right	2.154714
LACM_84251REP2	pelvic	left	MJM_070110	pelvic	left	2.267677
LACM_84251REP2	pelvic	left	MJM_070110	pelvic	right	1.989101
LACM_84251REP2	pelvic	left	UMA_4820	pelvic	left	1.945327
LACM_84251REP2	pelvic	left	UMA_4820	pelvic	right	2.165621
LACM_84251REP2	pelvic	left	UMA_4920	pelvic	left	2.470153
LACM_84251REP2	pelvic	left	UMA_4920	pelvic	right	2.447471
LACM_84251REP2	pelvic	left	USNM_258642	pelvic	left	1.702572
LACM_84251REP2	pelvic	left	USNM_258642	pelvic	right	1.752728
LACM_84251REP2	pelvic	left	USNM_395277	pelvic	left	2.124561
LACM_84251REP2	pelvic	left	USNM_395277	pelvic	right	2.263019
LACM_84251REP2	pelvic	left	USNM_395390	pelvic	left	1.976489
LACM_84251REP2	pelvic	left	USNM_395390	pelvic	right	1.897583
LACM_84251REP2	pelvic	left	USNM_395465	pelvic	left	1.849235
LACM_84251REP2	pelvic	left	USNM_395465	pelvic	right	1.765414
LACM_84251REP2	pelvic	left	USNM_395599	pelvic	left	2.167677
LACM_84251REP2	pelvic	left	USNM_395599	pelvic	right	1.983822
LACM_84251REP2	pelvic	left	USNM_396165	pelvic	left	1.418404
LACM_84251REP2	pelvic	left	USNM_396165	pelvic	right	1.272508
LACM_84251REP2	pelvic	left	USNM_396304	pelvic	left	1.570032
LACM_84251REP2	pelvic	left	USNM_396304	pelvic	right	1.709055
LACM_84251REP2	pelvic	left	USNM_484929	pelvic	left	2.038360
LACM_84251REP2	pelvic	left	USNM_484929	pelvic	right	2.047254
LACM_84251REP2	pelvic	left	USNM_501157	pelvic	left	1.610413
LACM_84251REP2	pelvic	left	USNM_501157	pelvic	right	1.698045
LACM_84251REP2	pelvic	left	USNM_501176	pelvic	left	1.468881
LACM_84251REP2	pelvic	left	USNM_501176	pelvic	right	1.617770
LACM_84251REP2	pelvic	left	USNM_501179	pelvic	left	1.618498
LACM_84251REP2	pelvic	left	USNM_501179	pelvic	right	1.271075
LACM_84251REP2	pelvic	left	USNM_501183	pelvic	left	1.416812
LACM_84251REP2	pelvic	left	USNM_501183	pelvic	right	1.378547
LACM_84251REP2	pelvic	left	USNM_501186	pelvic	left	1.699215
LACM_84251REP2	pelvic	left	USNM_501186	pelvic	right	1.497165
LACM_84251REP2	pelvic	left	USNM_504107	pelvic	left	1.814437
LACM_84251REP2	pelvic	left	USNM_504107	pelvic	right	1.913355
LACM_84251REP2	pelvic	left	USNM_504126	pelvic	left	1.826767
LACM_84251REP2	pelvic	left	USNM_504126	pelvic	right	1.771234
LACM_84251REP2	pelvic	left	USNM_504128	pelvic	left	2.013015
LACM_84251REP2	pelvic	left	USNM_504128	pelvic	right	2.034424
LACM_84251REP2	pelvic	left	USNM_504154	pelvic	left	2.089640
LACM_84251REP2	pelvic	left	USNM_504154	pelvic	right	2.112754
LACM_84251REP2	pelvic	left	USNM_504302	pelvic	left	1.202967
LACM_84251REP2	pelvic	left	USNM_504302	pelvic	right	1.402099
LACM_84251REP2	pelvic	left	USNM_504350	pelvic	left	1.665342
LACM_84251REP2	pelvic	left	USNM_504350	pelvic	right	1.756093
LACM_84251REP2	pelvic	left	USNM_504467	pelvic	left	1.990871
LACM_84251REP2	pelvic	left	USNM_504467	pelvic	right	2.021227
LACM_84251REP2	pelvic	left	USNM_504468	pelvic	left	1.849357
LACM_84251REP2	pelvic	left	USNM_504468	pelvic	right	1.652950
LACM_84251REP2	pelvic	left	USNM_504494	pelvic	left	1.668560
LACM_84251REP2	pelvic	left	USNM_504494	pelvic	right	1.773747
LACM_84251REP2	pelvic	left	USNM_504726	pelvic	left	1.870056
LACM_84251REP2	pelvic	left	USNM_504726	pelvic	right	1.810065
LACM_84251REP2	pelvic	left	USNM_504758	pelvic	left	2.011958
LACM_84251REP2	pelvic	left	USNM_504758	pelvic	right	2.076920
LACM_84251REP2	pelvic	left	USNM_504773	pelvic	left	1.742535
LACM_84251REP2	pelvic	left	USNM_504773	pelvic	right	1.873385
LACM_84251REP2	pelvic	left	USNM_504879	pelvic	left	1.279258
LACM_84251REP2	pelvic	left	USNM_504879	pelvic	right	1.156940
LACM_84251REP2	pelvic	left	USNM_504920	pelvic	left	2.218540
LACM_84251REP2	pelvic	left	USNM_504920	pelvic	right	1.981533
LACM_84251REP2	pelvic	left	USNM_550042	pelvic	left	1.419832
LACM_84251REP2	pelvic	left	USNM_550312	pelvic	left	1.672779
LACM_84251REP2	pelvic	left	USNM_550312	pelvic	right	1.913268
LACM_84251REP2	pelvic	left	USNM_550389	pelvic	left	2.312454
LACM_84251REP2	pelvic	left	USNM_550389	pelvic	right	1.972930
LACM_84251REP2	pelvic	left	USNM_550391	pelvic	left	1.795631
LACM_84251REP2	pelvic	left	USNM_550391	pelvic	right	1.806943
LACM_84251REP2	pelvic	left	USNM_550401	pelvic	left	1.914650
LACM_84251REP2	pelvic	left	USNM_550401	pelvic	right	1.872948
LACM_84251REP2	pelvic	left	USNM_550422	pelvic	left	1.665927
